card_id,name,method,crop,confidence,score,name_score,effect_score,exact_name,video,seconds,ocr_excerpt
140,天光の祝福,detailC-exact-title,detailC,1.6077,1.0077,1.0000,0.6154,1,screen-20260901-135152-1788238121077.mp4,184.000,天 光 の 祝 福 = の HP を 3 回 復 し 、 リ ー タ ー の HP を 6 回 復 。 カ ー ド XI COST 1 枚 ド ラ ッ グ で カ ー ド を 傾 け る ・ タ プ で 閉 じ
142,神託の門,strong-panel,detailA,0.8321,0.7798,0.8571,0.8684,0,screen-20260901-134826-1788237986507.mp4,84.667,託 の 門 ・ ツ キ か ら 元 の コ ス ト が 最 も 高 い カ ー ド を ラ ン ダ ム に 1 枚 手 札 に 反 る 。 こ れ を 2 回 行 う xO
144,リリス,strong-panel,detailA,0.7819,0.7532,0.8000,0.8772,0,screen-20260901-134826-1788237986507.mp4,88.667,リ リ 不 礇 時 : 味 方 ユ ニ ッ ト を 全 て 破 壊 し 、 破 壊 数 に 応 じ て 能 力 を 得 そ : 1 体 : + 3 / + 3 、 2 体 : ラ ン ダ ム な 敵 ユ ニ ッ ト に 5 ダ メ ー ジ 、 3 体 : 速 . 貫 通 、 4 体 : 不 屈 ) 0 の ④ xO
145,深淵の招来,strong-panel,detailA,0.7984,0.7210,0.8000,0.9375,0,screen-20260901-134826-1788237986507.mp4,90.333,"、 01 深 淵 の 拈 来 , ン ダ ム な 敵 ユ ニ ッ ト 2 体 を 破 壊 す る xO"
146,灰燼のイリナ,strong-panel,detailA,0.8519,0.8081,0.9091,0.8519,0,screen-20260901-134826-1788237986507.mp4,92.333,ー 灰 燼 の イ リ 政 ・ 執 念 。 1 タ ー ン に 2 回 攻 撃 で き る 。 起 動 ( 2 ) : 自 身 を + 1 / + 0 の す xO
147,深海の激流,strong-panel,detailA,0.8727,0.8258,0.8889,0.8947,0,screen-20260901-134826-1788237986507.mp4,94.333,海 の 激 流 、 て の 敵 ユ ニ ッ ト に 4 ダ メ ー ジ 。 深 度 + 2 。 ラ ン ダ ム な 空 き マ ス に ィ ー マ を 3 体 召 喚 す る xO
148,タリア,exact-title,detailA,1.6982,1.0982,1.0000,0.9091,1,screen-20260901-134826-1788237986507.mp4,97.000,タ リ ア ! 撃 ・ 貫 通 ・ 執 念 。 こ の ユ ニ ッ ト が 撃 破 し た ユ ニ ッ ト は 消 滅 す そ : 死 亡 時 効 果 は 発 動 し な い ) xO
150,ノワール,exact-title,detailA,1.6386,1.0386,1.0000,0.8276,1,screen-20260901-134826-1788237986507.mp4,101.000,彡 し ノ ワ ー ル 択 : 味 方 全 体 を + 3 / + 3 0 「 全 て の 敵 ユ ニ ッ ト を 1 タ ー ン 攻 撃 不 肯 金 す
151,聖光のオルフィア,strong-panel,detailA,0.8267,0.7840,0.8000,0.9500,0,screen-20260901-134826-1788237986507.mp4,103.000,聖 光 の オ ル テ ィ フ ! 護 ・ 不 屈 。 召 喚 時 : 自 身 と 隣 の ユ ニ ッ ト に + X / + X ( X は 隣 の 守 ま ニ ッ ト の 数 ) 。 起 動 ( 3 ) : 召 喚 時 効 果 を 再 度 発 動 す る 0 3 xO
152,悪夢の宣告,exact-title,detailA,1.6306,1.0306,1.0000,0.8776,1,screen-20260901-134826-1788237986507.mp4,104.000,悪 夢 の 宣 告 方 ユ ニ ッ ト を 全 て 破 壊 し 、 ラ ン ダ ム な 敵 ユ ニ ッ ト か 敵 リ ー ダ - .2 ダ メ ー ジ を 与 え る を X 回 行 う 。 X は 破 壊 し た ユ ニ ッ ト の 合 計 Ⅲ xO
155,シルビア,strong-panel,detailA,0.7640,0.7054,0.7500,0.8906,0,screen-20260901-134826-1788237986507.mp4,108.000,① ④ シ ル 壱 ア 政 。 召 喚 時 : 隣 の ATK + HP 合 計 が 最 も 高 い 味 方 1 体 を 破 壊 し 、 ) ATK / HP を 自 身 に 加 算 す る ( 隣 に 味 方 が い な け れ ば + 3 / + 3 ) 。 J(2) : 召 喚 時 効 果 を 再 度 発 動 す る xO
156,熾天使のアリシア,strong-panel,detailA,0.8447,0.8038,0.8571,0.8710,0,screen-20260901-134826-1788237986507.mp4,110.333,熾 天 の ア リ シ マ ! 護 ・ 不 屈 。 召 喚 時 : 全 て の 敵 ユ ニ ッ ト に 4 ダ メ ー ジ 、 リ ー ダ ー P を 6 回 復 0 xO
157,至聖のグロリア,strong-panel,detailA,0.9154,0.8676,0.9231,0.9250,0,screen-20260901-134826-1788237986507.mp4,112.333,至 聖 グ ロ リ ア ! 護 ・ 鉄 壁 。 攻 撃 さ れ る た び 、 ラ ン ダ ム な 敵 ユ ニ ッ ト に 3 ダ メ ー 。 起 動 ( 2 ) : 自 身 の HP を 3 回 復 す る 0 xO
158,アリエル,strong-panel,detailA,0.7166,0.6713,0.6667,0.9500,0,screen-20260901-124246-1788234151498.mp4,12.333,リ エ 丿 レ ! 護 。 召 喚 時 : 味 方 全 体 を + 2 / + 2 。 加 護 : 隣 の 味 方 は + 2 / + 2 0 xl
159,星海のネレイア,enhanced-exact-title,detailA,1.6980,1.0780,1.0000,0.9500,1,screen-20260901-134826-1788237986507.mp4,114.667,星 海 の ネ レ イ ア ! 攻 。 こ の カ ー ド の コ ス ト を 深 度 の 数 だ け 減 ら す xO
160,翠森のフェリシア,enhanced-strong-panel,detailA,0.7705,0.6944,0.7143,0.9231,0,screen-20260901-134826-1788237986507.mp4,116.000,ト 翠 森 ェ リ シ ! 攻 。 チ ェ イ ン 2 : 手 札 に あ る 間 、 こ の カ ー ド の コ ス ト を 4 に す xO
